7307,FITTINGS,NOS,302,0,14382.5,219.6,1184.625,1184.625
8481,VALVES,NOS,2079,0,1490172.37,10288.359,128971.3338,128971.3338
8481,VALVES,nos,1,,948.6,,85,85
,,,2382,1776493.347,1505503.47,10507.959,130240.9588,130240.9588
,,,,1781704,tally data,,,
,,,,5210.6534,diff ,,,
,,,,5203,Frt,,,
,,,,7.6534,roff,,,
