""," ","NOS",0.00,0,11870.00,1974.60000000,81.00000000,81.00000000
"6812"," ","NOS",54.00,0,6112.00,0.00000000,550.08000000,550.08000000
"7307"," ","NOS",213.00,0,58156.00,54.00000000,5207.04000000,5207.04000000
"7318"," ","NOS",922.00,0,23810.00,0.00000000,2142.90000000,2142.90000000
"8481"," ","NOS",1655.00,0,1676191.95,280071.99360000,10821.27870000,10821.27870000
"9026"," ","NOS",3.00,0,1200.00,216.00000000,0.00000000,0.00000000
