7307, ,NOS,310,0,18280.8,774.54,1258.002,1258.002,
8481, ,NOS,1145,0,1269981.06,38689.4461,94953.5721,94953.5721,
,,,,,,,,,
,,,1455,,1288261.86,39463.9861,96211.5741,96211.5741,1520148.994
,,,,,6510,,,,
,,,,,1294771.86,,,,
,,,,,1294771.86,,,,
