"7307"," ","NOS",388.00,0,23170.60,0.0000000000,2085.3540000000,2085.3540000000
"8481"," ","NOS",1044.00,0,1352649.15,22036.9176000000,96163.4162000000,96163.4162000000
"84818090"," ","NOS",5.00,0,11000.00,0.0000000000,990.0000000000,990.0000000000
"9026"," ","NOS",12.00,0,19524.00,0.0000000000,1757.1600000000,1757.1600000000
